order_item_id,order_id,user_id,product_id,quantity,unit_price,total_price,order_date
1816,1716,10,5,5,695.0,3475.0,2025-12-18
1817,1716,10,8,5,375.0,1875.0,2025-12-18
1818,1716,10,10,4,67.99,271.96,2025-12-18
1819,1716,10,3,3,55.99,167.97,2025-12-18
1820,1717,5,12,3,12.99,38.97,2025-08-24
1821,1717,5,2,5,22.3,111.5,2025-08-24
1822,1718,6,1,4,109.95,439.8,2025-12-09
1823,1718,6,12,4,12.99,51.96,2025-12-09
1824,1718,6,9,5,64.0,320.0,2025-12-09
1825,1718,6,19,3,89.99,269.97,2025-12-09
1826,1719,5,7,4,7.95,31.8,2026-01-05
1827,1719,5,12,3,12.99,38.97,2026-01-05
1828,1719,5,8,5,375.0,1875.0,2026-01-05
1829,1720,9,20,1,24.99,24.99,2025-12-24
1830,1720,9,10,3,67.99,203.97,2025-12-24
1831,1720,9,17,2,49.99,99.98,2025-12-24
1832,1721,5,18,2,129.0,258.0,2025-01-27
1833,1721,5,19,2,89.99,179.98,2025-01-27
1834,1721,5,7,4,7.95,31.8,2025-01-27
1835,1722,4,4,1,15.99,15.99,2025-12-03
1836,1722,4,1,5,109.95,549.75,2025-12-03
1837,1723,5,17,4,49.99,199.96,2026-01-14
1838,1723,5,15,1,39.99,39.99,2026-01-14
1839,1723,5,9,1,64.0,64.0,2026-01-14
1840,1723,5,18,4,129.0,516.0,2026-01-14
1841,1724,4,17,4,49.99,199.96,2025-11-26
1842,1725,6,15,4,39.99,159.96,2026-01-15
1843,1725,6,20,2,24.99,49.98,2026-01-15
1844,1726,1,5,1,695.0,695.0,2025-11-27
1845,1726,1,15,1,39.99,39.99,2025-11-27
1846,1726,1,18,3,129.0,387.0,2025-11-27
1847,1727,10,13,1,9.85,9.85,2025-12-21
1848,1727,10,17,4,49.99,199.96,2025-12-21
1849,1728,3,8,1,375.0,375.0,2025-11-24
1850,1728,3,7,3,7.95,23.85,2025-11-24
1851,1728,3,17,3,49.99,149.97,2025-11-24
1852,1728,3,6,4,168.0,672.0,2025-11-24
1853,1729,1,17,2,49.99,99.98,2025-10-10
1854,1730,9,3,4,55.99,223.96,2025-12-14
1855,1730,9,16,3,299.0,897.0,2025-12-14
1856,1731,4,6,1,168.0,168.0,2025-12-20
1857,1731,4,17,1,49.99,49.99,2025-12-20
1858,1732,7,4,4,15.99,63.96,2025-12-17
1859,1732,7,8,3,375.0,1125.0,2025-12-17
1860,1732,7,1,2,109.95,219.9,2025-12-17
1861,1733,1,19,4,89.99,359.96,2025-10-19
1862,1734,1,18,2,129.0,258.0,2025-08-24
1863,1734,1,14,5,19.99,99.95,2025-08-24
1864,1734,1,12,3,12.99,38.97,2025-08-24
1865,1734,1,8,2,375.0,750.0,2025-08-24
1866,1735,6,13,3,9.85,29.55,2025-01-13
1867,1735,6,9,4,64.0,256.0,2025-01-13
1868,1735,6,10,1,67.99,67.99,2025-01-13
1869,1735,6,15,1,39.99,39.99,2025-01-13
1870,1736,7,11,4,109.5,438.0,2025-12-20
1871,1736,7,2,2,22.3,44.6,2025-12-20
1872,1736,7,1,3,109.95,329.85,2025-12-20
1873,1737,9,20,3,24.99,74.97,2025-11-14
1874,1737,9,13,4,9.85,39.4,2025-11-14
1875,1737,9,12,4,12.99,51.96,2025-11-14
1876,1738,8,4,1,15.99,15.99,2026-01-06
1877,1738,8,8,1,375.0,375.0,2026-01-06
1878,1738,8,6,5,168.0,840.0,2026-01-06
1879,1739,6,1,5,109.95,549.75,2025-11-18
1880,1739,6,18,5,129.0,645.0,2025-11-18
1881,1739,6,14,2,19.99,39.98,2025-11-18
1882,1739,6,3,1,55.99,55.99,2025-11-18
1883,1740,3,10,3,67.99,203.97,2025-01-18
1884,1740,3,15,2,39.99,79.98,2025-01-18
1885,1741,6,19,4,89.99,359.96,2025-12-30
1886,1741,6,9,5,64.0,320.0,2025-12-30
1887,1742,9,13,3,9.85,29.55,2025-11-09
1888,1742,9,11,2,109.5,219.0,2025-11-09
1889,1742,9,6,2,168.0,336.0,2025-11-09
1890,1742,9,15,2,39.99,79.98,2025-11-09
1891,1743,7,7,2,7.95,15.9,2025-10-21
1892,1743,7,1,1,109.95,109.95,2025-10-21
1893,1744,2,12,2,12.99,25.98,2025-12-10
1894,1744,2,1,4,109.95,439.8,2025-12-10
1895,1744,2,15,5,39.99,199.95,2025-12-10
1896,1744,2,14,5,19.99,99.95,2025-12-10
1897,1745,6,2,3,22.3,66.9,2026-01-20
1898,1745,6,6,3,168.0,504.0,2026-01-20
1899,1746,9,16,2,299.0,598.0,2026-01-07
1900,1746,9,8,4,375.0,1500.0,2026-01-07
1901,1747,10,4,1,15.99,15.99,2026-01-29
1902,1747,10,5,1,695.0,695.0,2026-01-29
1903,1748,6,3,4,55.99,223.96,2025-12-19
1904,1749,2,12,1,12.99,12.99,2025-10-28
1905,1749,2,6,4,168.0,672.0,2025-10-28
1906,1749,2,11,1,109.5,109.5,2025-10-28
1907,1750,6,7,2,7.95,15.9,2025-12-17
1908,1750,6,20,3,24.99,74.97,2025-12-17
1909,1750,6,1,3,109.95,329.85,2025-12-17
1910,1750,6,19,3,89.99,269.97,2025-12-17
1911,1751,8,12,5,12.99,64.95,2025-01-11
1912,1752,10,19,1,89.99,89.99,2026-01-07
1913,1752,10,10,1,67.99,67.99,2026-01-07
1914,1753,9,9,5,64.0,320.0,2026-01-25
1915,1754,9,12,5,12.99,64.95,2025-12-06
1916,1755,3,17,2,49.99,99.98,2025-10-12
1917,1755,3,13,2,9.85,19.7,2025-10-12
1918,1756,2,6,2,168.0,336.0,2025-11-20
1919,1756,2,13,4,9.85,39.4,2025-11-20
1920,1756,2,15,5,39.99,199.95,2025-11-20
1921,1756,2,4,3,15.99,47.97,2025-11-20
1922,1757,2,5,2,695.0,1390.0,2025-01-01
1923,1757,2,17,2,49.99,99.98,2025-01-01
1924,1758,2,12,4,12.99,51.96,2025-12-11
1925,1758,2,6,5,168.0,840.0,2025-12-11
1926,1759,1,16,4,299.0,1196.0,2025-07-27
1927,1759,1,13,3,9.85,29.55,2025-07-27
1928,1759,1,4,5,15.99,79.95,2025-07-27
1929,1759,1,2,2,22.3,44.6,2025-07-27
1930,1760,1,9,2,64.0,128.0,2025-11-22
1931,1761,10,15,5,39.99,199.95,2025-08-16
1932,1762,7,18,3,129.0,387.0,2025-10-24
1933,1762,7,10,4,67.99,271.96,2025-10-24
1934,1763,6,18,5,129.0,645.0,2025-12-23
1935,1763,6,13,1,9.85,9.85,2025-12-23
1936,1763,6,6,2,168.0,336.0,2025-12-23
1937,1763,6,12,3,12.99,38.97,2025-12-23
1938,1764,1,9,3,64.0,192.0,2025-01-10
1939,1764,1,18,3,129.0,387.0,2025-01-10
1940,1765,1,2,4,22.3,89.2,2025-10-12
1941,1765,1,11,3,109.5,328.5,2025-10-12
1942,1766,2,7,4,7.95,31.8,2025-10-31
1943,1766,2,1,3,109.95,329.85,2025-10-31
1944,1766,2,12,1,12.99,12.99,2025-10-31
1945,1767,9,14,5,19.99,99.95,2025-12-07
1946,1767,9,15,4,39.99,159.96,2025-12-07
1947,1767,9,2,1,22.3,22.3,2025-12-07
1948,1768,7,4,2,15.99,31.98,2025-11-26
1949,1769,2,5,4,695.0,2780.0,2026-01-03
1950,1769,2,15,2,39.99,79.98,2026-01-03
1951,1770,3,11,4,109.5,438.0,2025-12-15
1952,1770,3,4,1,15.99,15.99,2025-12-15
1953,1771,5,7,1,7.95,7.95,2025-12-26
1954,1771,5,9,3,64.0,192.0,2025-12-26
1955,1771,5,10,2,67.99,135.98,2025-12-26
1956,1771,5,20,4,24.99,99.96,2025-12-26
1957,1772,9,2,5,22.3,111.5,2025-11-04
1958,1772,9,17,2,49.99,99.98,2025-11-04
1959,1772,9,16,5,299.0,1495.0,2025-11-04
1960,1772,9,19,1,89.99,89.99,2025-11-04
1961,1773,4,4,5,15.99,79.95,2025-12-17
1962,1773,4,3,5,55.99,279.95,2025-12-17
1963,1774,7,6,3,168.0,504.0,2025-12-06
1964,1774,7,10,5,67.99,339.95,2025-12-06
1965,1774,7,13,5,9.85,49.25,2025-12-06
1966,1775,5,19,5,89.99,449.95,2025-11-14
1967,1775,5,12,3,12.99,38.97,2025-11-14
1968,1775,5,15,4,39.99,159.96,2025-11-14
1969,1775,5,6,3,168.0,504.0,2025-11-14
1970,1776,8,9,3,64.0,192.0,2025-01-08
1971,1776,8,11,2,109.5,219.0,2025-01-08
1972,1776,8,4,4,15.99,63.96,2025-01-08
1973,1777,8,17,2,49.99,99.98,2026-01-25
1974,1777,8,4,1,15.99,15.99,2026-01-25
1975,1777,8,3,2,55.99,111.98,2026-01-25
1976,1777,8,6,5,168.0,840.0,2026-01-25
1977,1778,1,4,4,15.99,63.96,2026-01-13
1978,1778,1,15,5,39.99,199.95,2026-01-13
1979,1779,9,8,1,375.0,375.0,2025-08-06
1980,1779,9,12,3,12.99,38.97,2025-08-06
1981,1780,7,4,5,15.99,79.95,2025-01-11
1982,1781,6,7,4,7.95,31.8,2025-12-23
1983,1781,6,13,1,9.85,9.85,2025-12-23
1984,1781,6,19,2,89.99,179.98,2025-12-23
1985,1781,6,5,3,695.0,2085.0,2025-12-23
1986,1782,6,3,2,55.99,111.98,2026-01-20
1987,1782,6,12,1,12.99,12.99,2026-01-20
1988,1782,6,10,3,67.99,203.97,2026-01-20
1989,1782,6,15,4,39.99,159.96,2026-01-20
1990,1783,4,5,5,695.0,3475.0,2025-07-21
1991,1784,8,13,2,9.85,19.7,2025-01-15
1992,1784,8,14,3,19.99,59.97,2025-01-15
1993,1784,8,1,2,109.95,219.9,2025-01-15
1994,1784,8,11,5,109.5,547.5,2025-01-15
1995,1785,2,11,4,109.5,438.0,2025-11-16
1996,1785,2,7,3,7.95,23.85,2025-11-16
1997,1785,2,20,1,24.99,24.99,2025-11-16
1998,1785,2,10,3,67.99,203.97,2025-11-16
1999,1786,10,19,2,89.99,179.98,2025-11-17
2000,1787,10,15,1,39.99,39.99,2025-01-18
2001,1787,10,20,3,24.99,74.97,2025-01-18
2002,1787,10,5,3,695.0,2085.0,2025-01-18
2003,1788,8,4,2,15.99,31.98,2025-12-20
2004,1788,8,19,3,89.99,269.97,2025-12-20
2005,1788,8,7,3,7.95,23.85,2025-12-20
2006,1789,8,5,1,695.0,695.0,2025-12-22
2007,1790,7,8,3,375.0,1125.0,2025-01-28
2008,1790,7,10,2,67.99,135.98,2025-01-28
2009,1791,8,5,3,695.0,2085.0,2025-11-05
2010,1792,9,20,3,24.99,74.97,2025-07-27
2011,1792,9,18,4,129.0,516.0,2025-07-27
2012,1792,9,14,5,19.99,99.95,2025-07-27
2013,1793,10,13,2,9.85,19.7,2026-01-13
2014,1793,10,5,3,695.0,2085.0,2026-01-13
2015,1794,4,11,2,109.5,219.0,2025-10-21
2016,1794,4,9,1,64.0,64.0,2025-10-21
2017,1794,4,14,2,19.99,39.98,2025-10-21
2018,1794,4,6,1,168.0,168.0,2025-10-21
2019,1795,8,1,3,109.95,329.85,2025-12-18
2020,1795,8,12,1,12.99,12.99,2025-12-18
2021,1796,5,15,1,39.99,39.99,2026-01-16
2022,1796,5,8,5,375.0,1875.0,2026-01-16
2023,1796,5,4,5,15.99,79.95,2026-01-16
2024,1796,5,1,5,109.95,549.75,2026-01-16
2025,1797,1,13,5,9.85,49.25,2025-10-24
2026,1798,10,20,5,24.99,124.95,2025-12-11
2027,1798,10,2,3,22.3,66.9,2025-12-11
2028,1798,10,13,3,9.85,29.55,2025-12-11
2029,1798,10,1,5,109.95,549.75,2025-12-11
2030,1799,1,8,1,375.0,375.0,2025-01-12
2031,1799,1,20,1,24.99,24.99,2025-01-12
2032,1799,1,14,2,19.99,39.98,2025-01-12
2033,1800,6,10,4,67.99,271.96,2025-07-12
2034,1800,6,19,4,89.99,359.96,2025-07-12
2035,1800,6,9,4,64.0,256.0,2025-07-12
2036,1801,6,10,4,67.99,271.96,2025-11-23
2037,1801,6,6,1,168.0,168.0,2025-11-23
2038,1801,6,8,1,375.0,375.0,2025-11-23
2039,1801,6,12,3,12.99,38.97,2025-11-23
2040,1802,5,4,5,15.99,79.95,2025-12-07
2041,1802,5,2,2,22.3,44.6,2025-12-07
2042,1802,5,19,2,89.99,179.98,2025-12-07
2043,1802,5,15,1,39.99,39.99,2025-12-07
2044,1803,8,10,2,67.99,135.98,2026-01-04
2045,1803,8,16,3,299.0,897.0,2026-01-04
2046,1804,7,13,3,9.85,29.55,2025-12-27
2047,1804,7,5,1,695.0,695.0,2025-12-27
2048,1804,7,19,5,89.99,449.95,2025-12-27
2049,1805,7,4,1,15.99,15.99,2026-01-14
2050,1805,7,5,3,695.0,2085.0,2026-01-14
2051,1806,7,3,5,55.99,279.95,2025-12-04
2052,1806,7,4,4,15.99,63.96,2025-12-04
2053,1806,7,19,2,89.99,179.98,2025-12-04
2054,1807,6,17,1,49.99,49.99,2025-12-13
2055,1807,6,20,5,24.99,124.95,2025-12-13
2056,1807,6,6,5,168.0,840.0,2025-12-13
2057,1808,9,9,1,64.0,64.0,2025-01-12
2058,1808,9,1,1,109.95,109.95,2025-01-12
2059,1808,9,12,2,12.99,25.98,2025-01-12
2060,1808,9,4,1,15.99,15.99,2025-01-12
2061,1809,5,1,1,109.95,109.95,2025-11-09
2062,1809,5,8,5,375.0,1875.0,2025-11-09
2063,1809,5,16,4,299.0,1196.0,2025-11-09
2064,1809,5,5,1,695.0,695.0,2025-11-09
2065,1810,5,10,1,67.99,67.99,2025-01-17
2066,1810,5,16,2,299.0,598.0,2025-01-17
2067,1811,2,12,5,12.99,64.95,2025-11-19
2068,1811,2,2,3,22.3,66.9,2025-11-19
2069,1812,9,5,3,695.0,2085.0,2025-12-20
2070,1812,9,20,4,24.99,99.96,2025-12-20
2071,1812,9,7,4,7.95,31.8,2025-12-20
2072,1812,9,13,1,9.85,9.85,2025-12-20
2073,1813,7,6,3,168.0,504.0,2025-10-14
2074,1814,7,18,4,129.0,516.0,2025-11-05
2075,1814,7,12,4,12.99,51.96,2025-11-05
2076,1814,7,15,1,39.99,39.99,2025-11-05
2077,1814,7,9,4,64.0,256.0,2025-11-05
2078,1815,8,14,5,19.99,99.95,2025-12-16
2079,1816,6,3,1,55.99,55.99,2025-12-23
2080,1816,6,11,1,109.5,109.5,2025-12-23
2081,1817,4,20,5,24.99,124.95,2025-12-26
2082,1818,6,10,5,67.99,339.95,2026-01-26
2083,1818,6,13,3,9.85,29.55,2026-01-26
2084,1818,6,8,2,375.0,750.0,2026-01-26
2085,1818,6,18,3,129.0,387.0,2026-01-26
2086,1819,6,16,2,299.0,598.0,2025-01-09
2087,1819,6,14,4,19.99,79.96,2025-01-09
2088,1819,6,9,5,64.0,320.0,2025-01-09
2089,1820,9,10,3,67.99,203.97,2025-01-09
2090,1820,9,3,4,55.99,223.96,2025-01-09
2091,1820,9,20,2,24.99,49.98,2025-01-09
2092,1820,9,17,4,49.99,199.96,2025-01-09
2093,1821,7,15,5,39.99,199.95,2025-12-17
2094,1821,7,6,5,168.0,840.0,2025-12-17
2095,1822,8,5,1,695.0,695.0,2025-12-01
2096,1822,8,16,2,299.0,598.0,2025-12-01
2097,1823,7,17,5,49.99,249.95,2025-12-10
2098,1823,7,20,2,24.99,49.98,2025-12-10
2099,1823,7,13,2,9.85,19.7,2025-12-10
2100,1824,9,7,3,7.95,23.85,2025-11-06
2101,1824,9,19,5,89.99,449.95,2025-11-06
2102,1824,9,14,4,19.99,79.96,2025-11-06
2103,1824,9,3,4,55.99,223.96,2025-11-06
2104,1825,4,14,4,19.99,79.96,2025-12-16
2105,1825,4,15,5,39.99,199.95,2025-12-16
2106,1825,4,2,5,22.3,111.5,2025-12-16
2107,1826,7,7,2,7.95,15.9,2026-01-19
2108,1826,7,6,2,168.0,336.0,2026-01-19
2109,1826,7,2,4,22.3,89.2,2026-01-19
2110,1826,7,19,1,89.99,89.99,2026-01-19
2111,1827,2,7,5,7.95,39.75,2025-08-06
2112,1828,2,2,3,22.3,66.9,2025-07-24
2113,1828,2,11,5,109.5,547.5,2025-07-24
2114,1828,2,1,2,109.95,219.9,2025-07-24
2115,1828,2,20,2,24.99,49.98,2025-07-24
2116,1829,10,9,3,64.0,192.0,2025-01-17
2117,1829,10,2,5,22.3,111.5,2025-01-17
2118,1829,10,6,5,168.0,840.0,2025-01-17
2119,1830,1,19,2,89.99,179.98,2025-12-07
2120,1831,6,2,3,22.3,66.9,2025-11-30
2121,1831,6,4,3,15.99,47.97,2025-11-30
2122,1831,6,8,3,375.0,1125.0,2025-11-30
2123,1832,3,9,1,64.0,64.0,2025-12-08
2124,1832,3,13,5,9.85,49.25,2025-12-08
2125,1832,3,4,4,15.99,63.96,2025-12-08
2126,1832,3,5,1,695.0,695.0,2025-12-08
2127,1833,3,11,1,109.5,109.5,2025-12-04
2128,1833,3,5,2,695.0,1390.0,2025-12-04
2129,1833,3,9,2,64.0,128.0,2025-12-04
2130,1834,5,18,1,129.0,129.0,2025-11-18
2131,1834,5,4,3,15.99,47.97,2025-11-18
2132,1834,5,6,5,168.0,840.0,2025-11-18
2133,1835,7,13,1,9.85,9.85,2025-12-30
2134,1835,7,6,5,168.0,840.0,2025-12-30
2135,1836,6,12,2,12.99,25.98,2025-01-05
2136,1836,6,13,3,9.85,29.55,2025-01-05
2137,1837,1,13,2,9.85,19.7,2025-11-07
2138,1837,1,6,4,168.0,672.0,2025-11-07
2139,1837,1,15,4,39.99,159.96,2025-11-07
2140,1837,1,2,1,22.3,22.3,2025-11-07
2141,1838,4,1,2,109.95,219.9,2025-12-29
2142,1838,4,20,4,24.99,99.96,2025-12-29
2143,1838,4,11,2,109.5,219.0,2025-12-29
2144,1839,8,16,4,299.0,1196.0,2025-12-04
2145,1839,8,14,2,19.99,39.98,2025-12-04
2146,1839,8,2,3,22.3,66.9,2025-12-04
2147,1840,3,18,3,129.0,387.0,2025-01-22
2148,1840,3,8,3,375.0,1125.0,2025-01-22
2149,1840,3,15,3,39.99,119.97,2025-01-22
2150,1841,10,12,5,12.99,64.95,2026-01-25
2151,1841,10,10,3,67.99,203.97,2026-01-25
2152,1842,8,14,4,19.99,79.96,2025-11-30
2153,1842,8,9,2,64.0,128.0,2025-11-30
2154,1842,8,20,4,24.99,99.96,2025-11-30
2155,1843,2,11,5,109.5,547.5,2025-01-06
2156,1843,2,2,4,22.3,89.2,2025-01-06
2157,1843,2,15,1,39.99,39.99,2025-01-06
2158,1844,2,6,4,168.0,672.0,2025-10-08
2159,1844,2,14,4,19.99,79.96,2025-10-08
2160,1845,3,13,1,9.85,9.85,2025-12-23
2161,1845,3,1,3,109.95,329.85,2025-12-23
2162,1845,3,11,5,109.5,547.5,2025-12-23
2163,1845,3,18,2,129.0,258.0,2025-12-23
2164,1846,2,1,2,109.95,219.9,2025-10-07
2165,1846,2,14,1,19.99,19.99,2025-10-07
2166,1846,2,13,1,9.85,9.85,2025-10-07
2167,1846,2,7,4,7.95,31.8,2025-10-07
2168,1847,3,16,2,299.0,598.0,2025-10-23
2169,1848,4,3,3,55.99,167.97,2026-01-31
2170,1848,4,15,5,39.99,199.95,2026-01-31
2171,1848,4,1,3,109.95,329.85,2026-01-31
2172,1848,4,14,2,19.99,39.98,2026-01-31
2173,1849,9,2,1,22.3,22.3,2026-01-16
2174,1849,9,5,4,695.0,2780.0,2026-01-16
2175,1850,9,4,4,15.99,63.96,2025-10-24
2176,1851,3,1,1,109.95,109.95,2025-12-01
2177,1851,3,7,1,7.95,7.95,2025-12-01
2178,1851,3,15,4,39.99,159.96,2025-12-01
2179,1852,1,10,2,67.99,135.98,2025-11-03
2180,1852,1,2,1,22.3,22.3,2025-11-03
2181,1852,1,15,5,39.99,199.95,2025-11-03
2182,1852,1,19,5,89.99,449.95,2025-11-03
2183,1853,6,15,2,39.99,79.98,2026-01-21
2184,1854,9,1,3,109.95,329.85,2025-12-15
2185,1854,9,3,2,55.99,111.98,2025-12-15
2186,1854,9,6,3,168.0,504.0,2025-12-15
2187,1854,9,20,2,24.99,49.98,2025-12-15
2188,1855,3,2,2,22.3,44.6,2026-01-27
2189,1855,3,12,4,12.99,51.96,2026-01-27
2190,1855,3,19,3,89.99,269.97,2026-01-27
2191,1856,10,17,3,49.99,149.97,2025-08-20
2192,1856,10,12,4,12.99,51.96,2025-08-20
2193,1857,2,6,5,168.0,840.0,2025-08-21
2194,1857,2,7,5,7.95,39.75,2025-08-21
2195,1857,2,12,5,12.99,64.95,2025-08-21
2196,1857,2,13,2,9.85,19.7,2025-08-21
2197,1858,5,11,2,109.5,219.0,2025-11-08
2198,1859,1,13,2,9.85,19.7,2025-12-01
2199,1859,1,5,1,695.0,695.0,2025-12-01
2200,1859,1,3,3,55.99,167.97,2025-12-01
2201,1859,1,10,5,67.99,339.95,2025-12-01
2202,1860,3,10,3,67.99,203.97,2026-01-16
2203,1860,3,1,5,109.95,549.75,2026-01-16
2204,1861,1,14,2,19.99,39.98,2025-10-19
2205,1861,1,4,5,15.99,79.95,2025-10-19
2206,1861,1,9,5,64.0,320.0,2025-10-19
2207,1861,1,13,1,9.85,9.85,2025-10-19
2208,1862,6,19,2,89.99,179.98,2025-11-15
2209,1863,8,5,1,695.0,695.0,2026-01-19
2210,1863,8,8,4,375.0,1500.0,2026-01-19
2211,1863,8,11,4,109.5,438.0,2026-01-19
2212,1863,8,3,3,55.99,167.97,2026-01-19
2213,1864,1,3,2,55.99,111.98,2025-12-19
2214,1864,1,16,5,299.0,1495.0,2025-12-19
2215,1864,1,8,5,375.0,1875.0,2025-12-19
2216,1865,1,17,3,49.99,149.97,2025-11-06
2217,1865,1,1,5,109.95,549.75,2025-11-06
2218,1865,1,12,1,12.99,12.99,2025-11-06
2219,1866,3,8,5,375.0,1875.0,2026-01-28
2220,1867,7,15,5,39.99,199.95,2025-12-17
2221,1868,4,9,5,64.0,320.0,2025-11-06
2222,1868,4,1,1,109.95,109.95,2025-11-06
2223,1868,4,17,4,49.99,199.96,2025-11-06
2224,1869,2,18,3,129.0,387.0,2025-11-03
2225,1870,4,16,4,299.0,1196.0,2025-11-04
2226,1871,3,15,1,39.99,39.99,2025-11-24
2227,1872,10,8,4,375.0,1500.0,2025-07-12
2228,1872,10,1,1,109.95,109.95,2025-07-12
2229,1872,10,5,5,695.0,3475.0,2025-07-12
2230,1873,8,4,2,15.99,31.98,2025-12-23
2231,1873,8,19,4,89.99,359.96,2025-12-23
2232,1874,6,19,1,89.99,89.99,2025-12-22
2233,1874,6,2,5,22.3,111.5,2025-12-22
2234,1874,6,11,1,109.5,109.5,2025-12-22
2235,1874,6,15,5,39.99,199.95,2025-12-22
2236,1875,5,13,4,9.85,39.4,2025-11-18
2237,1875,5,18,1,129.0,129.0,2025-11-18
2238,1875,5,1,2,109.95,219.9,2025-11-18
2239,1875,5,12,2,12.99,25.98,2025-11-18
2240,1876,3,7,3,7.95,23.85,2025-12-20
2241,1876,3,5,3,695.0,2085.0,2025-12-20
2242,1876,3,20,1,24.99,24.99,2025-12-20
2243,1876,3,13,2,9.85,19.7,2025-12-20
2244,1877,4,8,3,375.0,1125.0,2025-11-15
2245,1877,4,18,2,129.0,258.0,2025-11-15
2246,1878,5,14,5,19.99,99.95,2025-12-19
2247,1879,10,11,3,109.5,328.5,2025-01-05
2248,1879,10,20,3,24.99,74.97,2025-01-05
2249,1879,10,3,2,55.99,111.98,2025-01-05
2250,1879,10,19,4,89.99,359.96,2025-01-05
2251,1880,10,7,5,7.95,39.75,2025-12-20
2252,1881,9,13,4,9.85,39.4,2025-12-25
2253,1881,9,10,1,67.99,67.99,2025-12-25
2254,1881,9,16,2,299.0,598.0,2025-12-25
2255,1881,9,1,5,109.95,549.75,2025-12-25
2256,1882,2,10,3,67.99,203.97,2026-01-08
2257,1882,2,2,1,22.3,22.3,2026-01-08
2258,1882,2,5,4,695.0,2780.0,2026-01-08
2259,1882,2,16,4,299.0,1196.0,2026-01-08
2260,1883,10,6,4,168.0,672.0,2025-01-02
2261,1883,10,1,2,109.95,219.9,2025-01-02
2262,1883,10,2,5,22.3,111.5,2025-01-02
2263,1883,10,8,3,375.0,1125.0,2025-01-02
2264,1884,10,19,5,89.99,449.95,2025-12-28
2265,1885,5,5,4,695.0,2780.0,2025-11-02
2266,1885,5,14,3,19.99,59.97,2025-11-02
2267,1886,6,3,1,55.99,55.99,2025-12-03
2268,1886,6,13,4,9.85,39.4,2025-12-03
2269,1886,6,17,1,49.99,49.99,2025-12-03
2270,1887,4,13,5,9.85,49.25,2025-12-24
2271,1887,4,10,5,67.99,339.95,2025-12-24
2272,1887,4,15,5,39.99,199.95,2025-12-24
2273,1888,9,16,3,299.0,897.0,2025-07-28
2274,1888,9,17,3,49.99,149.97,2025-07-28
2275,1888,9,13,3,9.85,29.55,2025-07-28
2276,1889,3,2,2,22.3,44.6,2025-01-24
2277,1889,3,18,1,129.0,129.0,2025-01-24
2278,1889,3,19,5,89.99,449.95,2025-01-24
2279,1890,5,3,2,55.99,111.98,2025-12-09
2280,1890,5,16,3,299.0,897.0,2025-12-09
2281,1890,5,19,3,89.99,269.97,2025-12-09
2282,1890,5,18,2,129.0,258.0,2025-12-09
2283,1891,2,11,3,109.5,328.5,2025-07-01
2284,1891,2,17,5,49.99,249.95,2025-07-01
2285,1892,5,7,5,7.95,39.75,2025-12-18
2286,1892,5,1,5,109.95,549.75,2025-12-18
2287,1893,7,18,2,129.0,258.0,2025-01-16
2288,1893,7,13,4,9.85,39.4,2025-01-16
2289,1893,7,9,4,64.0,256.0,2025-01-16
2290,1894,1,5,2,695.0,1390.0,2025-08-04
2291,1894,1,15,2,39.99,79.98,2025-08-04
2292,1895,1,15,3,39.99,119.97,2025-12-10
2293,1895,1,20,1,24.99,24.99,2025-12-10
2294,1895,1,11,4,109.5,438.0,2025-12-10
2295,1896,10,4,4,15.99,63.96,2025-11-28
2296,1896,10,17,1,49.99,49.99,2025-11-28
2297,1896,10,5,4,695.0,2780.0,2025-11-28
2298,1896,10,1,4,109.95,439.8,2025-11-28
2299,1897,10,15,5,39.99,199.95,2025-01-19
2300,1898,9,10,3,67.99,203.97,2025-12-06
2301,1898,9,15,1,39.99,39.99,2025-12-06
2302,1898,9,2,4,22.3,89.2,2025-12-06
2303,1898,9,8,4,375.0,1500.0,2025-12-06
2304,1899,8,8,1,375.0,375.0,2025-01-07
2305,1899,8,4,3,15.99,47.97,2025-01-07
2306,1899,8,6,3,168.0,504.0,2025-01-07
2307,1899,8,7,3,7.95,23.85,2025-01-07
2308,1900,1,15,2,39.99,79.98,2025-12-15
2309,1900,1,2,1,22.3,22.3,2025-12-15
2310,1900,1,12,5,12.99,64.95,2025-12-15
2311,1901,4,7,4,7.95,31.8,2025-11-28
2312,1902,1,14,4,19.99,79.96,2026-01-25
2313,1902,1,10,2,67.99,135.98,2026-01-25
2314,1902,1,1,2,109.95,219.9,2026-01-25
2315,1902,1,3,5,55.99,279.95,2026-01-25
2316,1903,3,15,1,39.99,39.99,2025-11-04
2317,1903,3,8,5,375.0,1875.0,2025-11-04
2318,1904,9,6,2,168.0,336.0,2025-07-08
2319,1904,9,8,3,375.0,1125.0,2025-07-08
2320,1904,9,19,1,89.99,89.99,2025-07-08
2321,1905,2,4,3,15.99,47.97,2025-11-27
2322,1905,2,8,4,375.0,1500.0,2025-11-27
2323,1905,2,10,4,67.99,271.96,2025-11-27
2324,1906,1,16,3,299.0,897.0,2025-12-28
2325,1906,1,15,1,39.99,39.99,2025-12-28
2326,1907,6,20,2,24.99,49.98,2026-01-12
2327,1907,6,11,4,109.5,438.0,2026-01-12
2328,1907,6,12,4,12.99,51.96,2026-01-12
2329,1907,6,6,4,168.0,672.0,2026-01-12
2330,1908,3,3,3,55.99,167.97,2026-01-16
